,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
210,9,LabelPropagation,0.266,0.151,0.56,0.74,0.151,0.266,0.098,0.161
211,9,LabelSpreading,0.266,0.151,0.56,0.74,0.151,0.266,0.098,0.161
212,9,LinearDiscriminantAnalysis,0.98,0.982,0.902,0.984,0.982,0.98,0.917,0.982
213,9,LinearSVC,0.991,0.84,0.844,0.99,0.84,0.991,0.842,0.99
214,9,LogisticRegression,0.992,0.84,0.87,0.991,0.84,0.992,0.853,0.992
215,9,NearestCentroid,0.772,0.846,0.611,0.831,0.846,0.772,0.617,0.791
216,9,PassiveAggressiveClassifier,0.982,0.753,0.789,0.98,0.753,0.982,0.763,0.981
217,9,Perceptron,0.983,0.783,0.858,0.982,0.783,0.983,0.804,0.983
218,9,QuadraticDiscriminantAnalysis,0.909,0.701,0.686,0.916,0.701,0.909,0.692,0.91
219,9,RandomForestClassifier,0.982,0.767,0.862,0.981,0.767,0.982,0.803,0.98
220,9,RidgeClassifier,0.948,0.593,0.598,0.922,0.593,0.948,0.594,0.933
221,9,RidgeClassifierCV,0.948,0.593,0.598,0.922,0.593,0.948,0.594,0.933
222,9,SGDClassifier,0.971,0.688,0.729,0.969,0.688,0.971,0.706,0.969
223,9,SVC,0.982,0.826,0.864,0.981,0.826,0.982,0.844,0.982
224,9,LGBMClassifier,0.339,0.237,0.259,0.548,0.237,0.339,0.211,0.36
225,10,AdaBoostClassifier,0.647,0.365,0.252,0.435,0.365,0.647,0.297,0.518
226,10,BaggingClassifier,0.994,0.988,0.972,0.994,0.988,0.994,0.979,0.994
227,10,BernoulliNB,0.872,0.685,0.673,0.883,0.685,0.872,0.668,0.874
228,10,CalibratedClassifierCV,0.99,0.965,0.972,0.99,0.965,0.99,0.968,0.99
229,10,DecisionTreeClassifier,0.993,0.964,0.923,0.993,0.964,0.993,0.932,0.993
230,10,DummyClassifier,0.423,0.125,0.053,0.179,0.125,0.423,0.074,0.251
231,10,ExtraTreeClassifier,0.92,0.708,0.735,0.92,0.708,0.92,0.72,0.92
232,10,ExtraTreesClassifier,0.989,0.823,0.856,0.989,0.823,0.989,0.838,0.989
233,10,GaussianNB,0.928,0.935,0.729,0.944,0.935,0.928,0.76,0.934
234,10,KNeighborsClassifier,0.861,0.577,0.779,0.861,0.577,0.861,0.6,0.852
235,10,LabelPropagation,0.265,0.171,0.747,0.763,0.171,0.265,0.134,0.168
236,10,LabelSpreading,0.265,0.171,0.747,0.763,0.171,0.265,0.134,0.168
237,10,LinearDiscriminantAnalysis,0.981,0.985,0.925,0.984,0.985,0.981,0.944,0.982
238,10,LinearSVC,0.993,0.983,0.974,0.993,0.983,0.993,0.978,0.993
239,10,LogisticRegression,0.993,0.97,0.917,0.993,0.97,0.993,0.932,0.993
240,10,NearestCentroid,0.774,0.841,0.61,0.832,0.841,0.774,0.612,0.79
241,10,PassiveAggressiveClassifier,0.983,0.766,0.808,0.982,0.766,0.983,0.779,0.982
242,10,Perceptron,0.983,0.905,0.836,0.983,0.905,0.983,0.839,0.983
243,10,QuadraticDiscriminantAnalysis,0.909,0.7,0.685,0.916,0.7,0.909,0.691,0.909
244,10,RandomForestClassifier,0.982,0.741,0.864,0.982,0.741,0.982,0.778,0.98
245,10,RidgeClassifier,0.947,0.593,0.596,0.921,0.593,0.947,0.593,0.933
246,10,RidgeClassifierCV,0.947,0.593,0.596,0.921,0.593,0.947,0.593,0.933
247,10,SGDClassifier,0.973,0.694,0.721,0.969,0.694,0.973,0.707,0.971
248,10,SVC,0.975,0.804,0.838,0.975,0.804,0.975,0.818,0.975
249,10,LGBMClassifier,0.31,0.18,0.322,0.61,0.18,0.31,0.161,0.288
